bias_brut;rmse;bias_rel;relative_rmse;biais_out_20percent;nb_out_20percent;n;R2;val;Combination
0.598159637;1.730854353;0.127384819;0.23610496;0.330839002;1459;4410;0.927383424;Arab-Alameddine et al. (2012);C0_C1_C2glmnet
-0.04760757;1.685048609;0.022068953;0.148088691;0.099516031;329;3306;0.955704186;CV10F;C0_C1_C2rf
-0.096914461;1.44351491;0.00979481;0.139528426;0.092391304;102;1104;0.960710826;Test;C0_C1_C2rf
3.161414692;6.370154905;0.618190487;1.173231025;0.590909091;13;22;0.566175408;Moreira et al. (2023);C0_C1_C2rf
1.169535955;2.072038071;0.220373228;0.343636225;0.47845805;2110;4410;0.91857459;Arab-Alameddine et al. (2012);C0_C1_C2rf
0.101821035;1.98906525;0.176445764;0.386813231;0.359346642;1188;3306;0.938574556;CV10F;C0_C1_C2svm
-0.047822168;1.898331738;0.161186779;0.376028643;0.346014493;382;1104;0.935792979;Test;C0_C1_C2svm
4.172728074;9.81761804;0.897536714;2.009016207;0.636363636;14;22;0.294199961;Moreira et al. (2023);C0_C1_C2svm
0.850021205;1.887999793;0.183976983;0.292536389;0.417913832;1843;4410;0.921989642;Arab-Alameddine et al. (2012);C0_C1_C2svm
-0.026007941;1.561345413;0.021082632;0.146365719;0.093768905;310;3306;0.961680351;CV10F;C0_C1_C2xgb
-0.086501495;1.380869221;0.008503502;0.137578528;0.086050725;95;1104;0.963955663;Test;C0_C1_C2xgb
3.792649622;7.245239939;0.713097422;1.282978788;0.590909091;13;22;0.542584053;Moreira et al. (2023);C0_C1_C2xgb
0.669559567;1.813997462;0.12916826;0.259641055;0.340816327;1503;4410;0.926413633;Arab-Alameddine et al. (2012);C0_C1_C2xgb
0.001204635;1.111477618;0.037669099;0.128548363;0.082577132;273;3306;0.980569338;CV10F;C0_C1_C3glmnet
0.008011483;0.999351184;0.036832957;0.127673371;0.086050725;95;1104;0.98104878;Test;C0_C1_C3glmnet
2.384198683;7.039083349;0.541053914;1.444067507;0.5;11;22;0.35382313;Moreira et al. (2023);C0_C1_C3glmnet
0.255718223;1.042202527;0.051857179;0.126631694;0.118594104;523;4410;0.97062337;Arab-Alameddine et al. (2012);C0_C1_C3glmnet
-0.034816848;1.168655878;0.008529873;0.096749411;0.031457955;104;3306;0.978692647;CV10F;C0_C1_C3rf
0.015530818;0.910045996;0.006446609;0.091862442;0.025362319;28;1104;0.984465093;Test;C0_C1_C3rf
1.384407653;3.940171586;0.303233752;0.722636425;0.5;11;22;0.658910961;Moreira et al. (2023);C0_C1_C3rf
0.454865395;1.346565412;0.088570589;0.185899823;0.267800454;1181;4410;0.952628075;Arab-Alameddine et al. (2012);C0_C1_C3rf
0.034398529;1.122228561;0.06535617;0.163168531;0.136418633;451;3306;0.980414675;CV10F;C0_C1_C3svm
0.033486945;0.990203739;0.063683399;0.161275173;0.139492754;154;1104;0.981613738;Test;C0_C1_C3svm
2.571305584;7.329086318;0.585827017;1.515891239;0.5;11;22;0.339292487;Moreira et al. (2023);C0_C1_C3svm
0.412282505;1.159143016;0.082562784;0.153358441;0.186394558;822;4410;0.966856553;Arab-Alameddine et al. (2012);C0_C1_C3svm
-0.014421233;1.055844515;0.009499425;0.093120044;0.028130672;93;3306;0.982455295;CV10F;C0_C1_C3xgb
0.022985526;0.863544529;0.008101881;0.088867767;0.022644928;25;1104;0.986166566;Test;C0_C1_C3xgb
1.955708027;4.67301932;0.41719913;0.909899908;0.545454545;12;22;0.591836184;Moreira et al. (2023);C0_C1_C3xgb
0.35646421;1.100944064;0.067295681;0.147903356;0.181179138;799;4410;0.968863238;Arab-Alameddine et al. (2012);C0_C1_C3xgb
0.000925043;0.83170884;0.031843704;0.101246058;0.045372051;150;3306;0.989134481;CV10F;C0_C1_C4glmnet
-0.023800505;0.707023144;0.027246069;0.09873315;0.051630435;57;1104;0.990662497;Test;C0_C1_C4glmnet
1.452407648;4.330693416;0.344101049;0.916173855;0.454545455;10;22;0.577426103;Moreira et al. (2023);C0_C1_C4glmnet
0.057830399;0.615517078;0.023068263;0.074616526;0.009750567;43;4410;0.988691204;Arab-Alameddine et al. (2012);C0_C1_C4glmnet
-0.04434813;0.988659191;0.007956747;0.080600752;0.010586812;35;3306;0.98512964;CV10F;C0_C1_C4rf
0.021521922;0.800855362;0.005922443;0.078984187;0.009963768;11;1104;0.987992122;Test;C0_C1_C4rf
0.255441984;1.70470093;0.126727843;0.412103494;0.318181818;7;22;0.872345296;Moreira et al. (2023);C0_C1_C4rf
0.07206477;0.896858188;0.027102621;0.091907667;0.030839002;136;4410;0.976593442;Arab-Alameddine et al. (2012);C0_C1_C4rf
-0.011814371;0.828949032;0.014524485;0.082831499;0.014821537;49;3306;0.989181726;CV10F;C0_C1_C4svm
-0.036621731;0.702316877;0.009193714;0.080770445;0.011775362;13;1104;0.99067099;Test;C0_C1_C4svm
1.477907135;4.420518815;0.346287658;0.932185715;0.454545455;10;22;0.568125104;Moreira et al. (2023);C0_C1_C4svm
0.07625508;0.63002088;0.018904098;0.071252384;0.006349206;28;4410;0.98827185;Arab-Alameddine et al. (2012);C0_C1_C4svm
-0.012944928;0.885519112;0.007602516;0.077635617;0.009981851;33;3306;0.987685096;CV10F;C0_C1_C4xgb
0.023173728;0.760591124;0.0055127;0.075877024;0.005434783;6;1104;0.989253722;Test;C0_C1_C4xgb
0.614875274;2.233101618;0.201822831;0.535056126;0.409090909;9;22;0.802730144;Moreira et al. (2023);C0_C1_C4xgb
0.261368631;0.837059524;0.048195605;0.097002815;0.037188209;164;4410;0.981486458;Arab-Alameddine et al. (2012);C0_C1_C4xgb
0.000788742;1.666500422;0.073870663;0.218087847;0.220508167;729;3306;0.956257481;CV10F;C0_C1_C6glmnet
-0.011710686;1.443997828;0.064494772;0.207922188;0.203804348;225;1104;0.960554056;Test;C0_C1_C6glmnet
0.031124057;2.798976772;-0.058160585;0.385778696;0.181818182;4;22;0.79367765;Moreira et al. (2023);C0_C1_C6glmnet
0.324968936;0.92170561;0.071909884;0.130179016;0.116553288;514;4410;0.978133811;Arab-Alameddine et al. (2012);C0_C1_C6glmnet
-0.020801485;1.270992301;0.014928638;0.121340694;0.065638234;217;3306;0.97476442;CV10F;C0_C1_C6rf
0.022054478;1.101060229;0.014274449;0.120582741;0.067934783;75;1104;0.977028529;Test;C0_C1_C6rf
-0.600546205;2.08960732;-0.105231034;0.294142081;0.181818182;4;22;0.837294552;Moreira et al. (2023);C0_C1_C6rf
1.052990148;1.609218165;0.158825093;0.200045461;0.350340136;1545;4410;0.969785163;Arab-Alameddine et al. (2012);C0_C1_C6rf
0.036990329;1.670302625;0.081973593;0.224742282;0.228070175;754;3306;0.956067909;CV10F;C0_C1_C6svm
0.043475582;1.456045013;0.074797836;0.216066349;0.221014493;244;1104;0.959812941;Test;C0_C1_C6svm
-0.129622048;3.101526532;-0.092152397;0.447386767;0.227272727;5;22;0.747111794;Moreira et al. (2023);C0_C1_C6svm
0.316704734;0.96680567;0.072182087;0.13570542;0.128117914;565;4410;0.975377597;Arab-Alameddine et al. (2012);C0_C1_C6svm
-0.012088528;1.242144429;0.014884465;0.119292185;0.065033273;215;3306;0.975706907;CV10F;C0_C1_C6xgb
0.040566864;1.057409196;0.014966623;0.116805442;0.067028986;74;1104;0.979132984;Test;C0_C1_C6xgb
-0.489928039;2.056024115;-0.085750465;0.301389179;0.136363636;3;22;0.846181377;Moreira et al. (2023);C0_C1_C6xgb
0.874823849;1.449328302;0.129533091;0.172452106;0.266213152;1174;4410;0.973042088;Arab-Alameddine et al. (2012);C0_C1_C6xgb
0.000375206;2.622622188;0.175774182;0.434691794;0.403206292;1333;3306;0.891638607;CV10F;C0_C1_C8glmnet
-0.054210643;2.366229019;0.159765903;0.416132739;0.387681159;428;1104;0.894311743;Test;C0_C1_C8glmnet
-2.5207053;8.126687733;-0.505377199;1.588366571;0.181818182;4;22;0.257815629;Moreira et al. (2023);C0_C1_C8glmnet
0.772595983;1.601229616;0.172827004;0.265126579;0.408390023;1801;4410;0.943808282;Arab-Alameddine et al. (2012);C0_C1_C8glmnet
-0.023691734;2.029402888;0.037129649;0.201196814;0.179068361;592;3306;0.935292432;CV10F;C0_C1_C8rf
-0.001630662;1.765221132;0.033068448;0.197229367;0.172101449;190;1104;0.940867776;Test;C0_C1_C8rf
-0.561564024;2.108019397;0.019410402;0.465083659;0.181818182;4;22;0.815960845;Moreira et al. (2023);C0_C1_C8rf
2.562760387;3.216329902;0.43459517;0.506035597;0.789795918;3483;4410;0.916373533;Arab-Alameddine et al. (2012);C0_C1_C8rf
0.009829549;2.630985966;0.204094493;0.481434209;0.411373261;1360;3306;0.891212748;CV10F;C0_C1_C8svm
-0.040444256;2.385214843;0.186816369;0.46042659;0.392210145;433;1104;0.89340666;Test;C0_C1_C8svm
-2.335073529;7.839049948;-0.446632918;1.506392593;0.181818182;4;22;0.252870167;Moreira et al. (2023);C0_C1_C8svm
0.978555717;1.668510964;0.211686723;0.299578946;0.48276644;2129;4410;0.948607535;Arab-Alameddine et al. (2012);C0_C1_C8svm
-0.018283484;1.939390941;0.036208159;0.194619557;0.16969147;561;3306;0.940764215;CV10F;C0_C1_C8xgb
0.019728036;1.759280985;0.035249287;0.19421342;0.168478261;186;1104;0.941445144;Test;C0_C1_C8xgb
-0.970337716;2.673269357;-0.069541033;0.487817634;0.181818182;4;22;0.732595053;Moreira et al. (2023);C0_C1_C8xgb
2.244635442;2.947397728;0.371366877;0.438918641;0.748752834;3302;4410;0.923573376;Arab-Alameddine et al. (2012);C0_C1_C8xgb
0.001057661;1.963530045;0.10480588;0.282211972;0.281306715;930;3306;0.939276896;CV10F;C0_C2_C12glmnet
-0.141409248;1.871269795;0.092502319;0.274927078;0.281702899;311;1104;0.935397737;Test;C0_C2_C12glmnet
3.320317448;8.111629982;0.724674956;1.624295087;0.636363636;14;22;0.360739036;Moreira et al. (2023);C0_C2_C12glmnet
0.643525609;1.782726431;0.132683913;0.24053624;0.344217687;1518;4410;0.925347081;Arab-Alameddine et al. (2012);C0_C2_C12glmnet
-0.014279534;1.929636869;0.035468371;0.187239036;0.157592257;521;3306;0.941455883;CV10F;C0_C2_C12rf
-0.047281267;1.702271534;0.026629011;0.180333375;0.148550725;164;1104;0.945071266;Test;C0_C2_C12rf
2.256461938;4.695600977;0.500314468;0.918201459;0.727272727;16;22;0.644054615;Moreira et al. (2023);C0_C2_C12rf
1.90960996;2.765317279;0.334369719;0.434538387;0.655102041;2889;4410;0.905703714;Arab-Alameddine et al. (2012);C0_C2_C12rf
0.045930021;1.978213045;0.150349087;0.350139543;0.330913491;1094;3306;0.938912856;CV10F;C0_C2_C12svm
-0.10257501;1.871500277;0.133029269;0.335156691;0.326992754;361;1104;0.93722838;Test;C0_C2_C12svm
4.731578466;11.19143714;0.994611313;2.292849145;0.681818182;15;22;0.253307417;Moreira et al. (2023);C0_C2_C12svm
0.77680183;1.90383176;0.166067748;0.278719523;0.393877551;1737;4410;0.917816971;Arab-Alameddine et al. (2012);C0_C2_C12svm
-0.015293337;1.872979916;0.036909371;0.209984743;0.174833636;578;3306;0.944743999;CV10F;C0_C2_C12xgb
-0.070520645;1.782126186;0.029137009;0.201533846;0.162137681;179;1104;0.939830538;Test;C0_C2_C12xgb
3.687106011;7.228422789;0.816931897;1.595581814;0.681818182;15;22;0.531046269;Moreira et al. (2023);C0_C2_C12xgb
1.706132656;2.746308301;0.28212245;0.383177907;0.584126984;2576;4410;0.899466726;Arab-Alameddine et al. (2012);C0_C2_C12xgb
0.00157921;1.442743562;0.061724588;0.188024566;0.18784029;621;3306;0.967238918;CV10F;C0_C2_C3glmnet
-0.009811093;1.313125622;0.061104575;0.186171346;0.198369565;219;1104;0.967330826;Test;C0_C2_C3glmnet
2.815193404;7.51693679;0.637660472;1.557985293;0.590909091;13;22;0.319021819;Moreira et al. (2023);C0_C2_C3glmnet
0.189080261;1.31740353;0.054254924;0.159620358;0.167573696;739;4410;0.94972517;Arab-Alameddine et al. (2012);C0_C2_C3glmnet
-0.026071555;1.367623311;0.015033818;0.126765503;0.074107683;245;3306;0.970657246;CV10F;C0_C2_C3rf
-0.003797379;1.120900934;0.011217731;0.124842801;0.067028986;74;1104;0.976265559;Test;C0_C2_C3rf
2.068325958;4.346576739;0.404735654;0.766968191;0.590909091;13;22;0.677856577;Moreira et al. (2023);C0_C2_C3rf
0.430377338;1.475878976;0.093769388;0.21229682;0.306575964;1352;4410;0.940623123;Arab-Alameddine et al. (2012);C0_C2_C3rf
0.01138631;1.454674107;0.082180387;0.216910873;0.222020569;734;3306;0.966912711;CV10F;C0_C2_C3svm
-0.01236832;1.312437993;0.082563933;0.21737524;0.224637681;248;1104;0.967894916;Test;C0_C2_C3svm
3.085707311;7.990392746;0.699637624;1.668567865;0.590909091;13;22;0.298709077;Moreira et al. (2023);C0_C2_C3svm
0.378772228;1.478112157;0.088780813;0.191590887;0.252154195;1112;4410;0.941138403;Arab-Alameddine et al. (2012);C0_C2_C3svm
-0.018409406;1.315436351;0.01583009;0.124603596;0.07108288;235;3306;0.972762972;CV10F;C0_C2_C3xgb
0.030821298;1.184838104;0.015266283;0.124008811;0.069746377;77;1104;0.974078848;Test;C0_C2_C3xgb
2.275626879;4.671638725;0.459304773;0.886421593;0.681818182;15;22;0.624310651;Moreira et al. (2023);C0_C2_C3xgb
0.388228829;1.385760645;0.080755198;0.186111254;0.268707483;1185;4410;0.948678025;Arab-Alameddine et al. (2012);C0_C2_C3xgb
0.001203262;1.204933081;0.050358356;0.159568114;0.135208711;447;3306;0.977155952;CV10F;C0_C2_C4glmnet
-0.033714938;1.101882673;0.047751527;0.157108435;0.138586957;153;1104;0.977173275;Test;C0_C2_C4glmnet
2.340994208;5.825077068;0.530316263;1.23188034;0.545454545;12;22;0.439218263;Moreira et al. (2023);C0_C2_C4glmnet
-0.038151398;1.079053165;0.019381458;0.122224613;0.060770975;268;4410;0.964990016;Arab-Alameddine et al. (2012);C0_C2_C4glmnet
-0.02516153;1.222564436;0.013870315;0.114857482;0.055656382;184;3306;0.976657096;CV10F;C0_C2_C4rf
-0.016508456;1.021365048;0.007053845;0.112513647;0.044384058;49;1104;0.980282203;Test;C0_C2_C4rf
1.58106221;2.48117947;0.312214994;0.54869956;0.545454545;12;22;0.86133539;Moreira et al. (2023);C0_C2_C4rf
-0.192508059;1.128560213;-0.007045115;0.12598439;0.053514739;236;4410;0.965171733;Arab-Alameddine et al. (2012);C0_C2_C4rf
0.01075137;1.21163681;0.063902243;0.177635844;0.161524501;534;3306;0.977008453;CV10F;C0_C2_C4svm
-0.028760981;1.102132274;0.061650113;0.175661021;0.177536232;196;1104;0.977487277;Test;C0_C2_C4svm
2.556530833;6.265684898;0.581685941;1.332581245;0.545454545;12;22;0.404273537;Moreira et al. (2023);C0_C2_C4svm
0.13022464;1.18277571;0.047659737;0.144260685;0.124716553;550;4410;0.958448743;Arab-Alameddine et al. (2012);C0_C2_C4svm
-0.015844266;1.185151251;0.013364691;0.112891118;0.049909256;165;3306;0.977900059;CV10F;C0_C2_C4xgb
-0.020939643;1.03544749;0.007299341;0.109495622;0.044384058;49;1104;0.97978866;Test;C0_C2_C4xgb
1.819264721;2.892654179;0.362739921;0.61416594;0.590909091;13;22;0.82683377;Moreira et al. (2023);C0_C2_C4xgb
-0.045231344;1.07231826;0.005136155;0.115889784;0.036507937;161;4410;0.965392287;Arab-Alameddine et al. (2012);C0_C2_C4xgb
0.000548332;1.05743388;0.038940532;0.13020172;0.084694495;280;3306;0.982420155;CV10F;C0_C2_C6glmnet
-0.021119261;0.985335356;0.036282365;0.128004568;0.086956522;96;1104;0.981698699;Test;C0_C2_C6glmnet
1.492862399;3.088196394;0.282035557;0.635804052;0.454545455;10;22;0.780865206;Moreira et al. (2023);C0_C2_C6glmnet
-0.109629533;0.901328337;0.003196616;0.096043282;0.008843537;39;4410;0.976184775;Arab-Alameddine et al. (2012);C0_C2_C6glmnet
-0.030068489;1.172232791;0.013791408;0.112763343;0.049606776;164;3306;0.978676403;CV10F;C0_C2_C6rf
-0.016884747;0.99715126;0.009611145;0.110740356;0.049818841;55;1104;0.981144089;Test;C0_C2_C6rf
0.94965146;1.99114131;0.120348731;0.333244955;0.318181818;7;22;0.915134236;Moreira et al. (2023);C0_C2_C6rf
-0.339372272;0.935586231;-0.043343063;0.096381374;0.000680272;3;4410;0.978085497;Arab-Alameddine et al. (2012);C0_C2_C6rf
-0.075509399;1.059126067;0.017723999;0.115183098;0.049304295;163;3306;0.982510014;CV10F;C0_C2_C6svm
-0.093578581;0.991508425;0.014716678;0.113454025;0.047101449;52;1104;0.981680061;Test;C0_C2_C6svm
1.375042037;2.950975452;0.257481801;0.606579073;0.409090909;9;22;0.790516688;Moreira et al. (2023);C0_C2_C6svm
-0.198134873;0.916746312;-0.013426155;0.093321425;0.001360544;6;4410;0.97635397;Arab-Alameddine et al. (2012);C0_C2_C6svm
-0.00763803;1.079763269;0.02129824;0.131946706;0.071990321;238;3306;0.981677255;CV10F;C0_C2_C6xgb
-0.00594842;1.06050687;0.018201996;0.120915025;0.065217391;72;1104;0.978764024;Test;C0_C2_C6xgb
1.878273721;3.241564172;0.329869001;0.637051296;0.636363636;14;22;0.844581816;Moreira et al. (2023);C0_C2_C6xgb
-0.070763158;0.928120409;0.006048314;0.118240123;0.045124717;199;4410;0.974193432;Arab-Alameddine et al. (2012);C0_C2_C6xgb
1.25E-06;1.218427846;0.043632317;0.146237092;0.114337568;378;3306;0.976616569;CV10F;C0_C2_C8glmnet
-0.036749884;1.131925576;0.039554133;0.141498722;0.117753623;130;1104;0.975847777;Test;C0_C2_C8glmnet
-0.218714141;2.437610311;-0.050658517;0.455713523;0.227272727;5;22;0.788584497;Moreira et al. (2023);C0_C2_C8glmnet
-0.106235871;0.964077995;0.00500324;0.10559571;0.025170068;111;4410;0.972573277;Arab-Alameddine et al. (2012);C0_C2_C8glmnet
-0.029656425;1.29274666;0.012780408;0.11848324;0.056866304;188;3306;0.97382488;CV10F;C0_C2_C8rf
-0.022602948;1.160281198;0.011351483;0.121728843;0.057971014;64;1104;0.97448646;Test;C0_C2_C8rf
0.683050428;2.07263921;0.102660428;0.329911401;0.363636364;8;22;0.88988949;Moreira et al. (2023);C0_C2_C8rf
0.35716828;1.10932533;0.063760011;0.139265658;0.117460317;518;4410;0.967973779;Arab-Alameddine et al. (2012);C0_C2_C8rf
0.002201437;1.216189589;0.043678844;0.146491241;0.11615245;384;3306;0.976700663;CV10F;C0_C2_C8svm
-0.030126479;1.133309028;0.040814094;0.142719791;0.123188406;136;1104;0.97575871;Test;C0_C2_C8svm
-0.256312256;2.544310824;-0.056024816;0.475631451;0.227272727;5;22;0.770711856;Moreira et al. (2023);C0_C2_C8svm
-0.041943331;0.984232831;0.013958866;0.110016746;0.033106576;146;4410;0.970875882;Arab-Alameddine et al. (2012);C0_C2_C8svm
-0.006016093;1.18957976;0.021345513;0.139654926;0.085299456;282;3306;0.977746433;CV10F;C0_C2_C8xgb
-0.009148965;1.165280168;0.016169287;0.136698668;0.076992754;85;1104;0.97430991;Test;C0_C2_C8xgb
1.124626827;2.189045447;0.232538338;0.450610967;0.5;11;22;0.88319462;Moreira et al. (2023);C0_C2_C8xgb
0.155742161;1.026655395;0.025753779;0.121370812;0.059863946;264;4410;0.969701322;Arab-Alameddine et al. (2012);C0_C2_C8xgb
0.00112682;1.966155287;0.106692008;0.289921149;0.313974592;1038;3306;0.939121972;CV10F;C0_C3_C12glmnet
0.119999358;1.836188021;0.115707261;0.289446804;0.325181159;359;1104;0.937090955;Test;C0_C3_C12glmnet
0.965402521;4.689165568;0.37018521;0.935006006;0.5;11;22;0.340856486;Moreira et al. (2023);C0_C3_C12glmnet
0.21412008;1.516860136;0.076228267;0.192639492;0.226303855;998;4410;0.932500693;Arab-Alameddine et al. (2012);C0_C3_C12glmnet
-0.014373343;2.03771725;0.048409672;0.221417797;0.239261948;791;3306;0.934673643;CV10F;C0_C3_C12rf
0.176191575;1.83491876;0.060269188;0.221006539;0.257246377;284;1104;0.938944955;Test;C0_C3_C12rf
0.623907459;3.413157973;0.254474443;0.603395221;0.545454545;12;22;0.560699651;Moreira et al. (2023);C0_C3_C12rf
0.513194583;1.593770412;0.102663587;0.205286373;0.292743764;1291;4410;0.933240085;Arab-Alameddine et al. (2012);C0_C3_C12rf
-0.079283059;1.97377182;0.103241006;0.295807352;0.303085299;1002;3306;0.939164681;CV10F;C0_C3_C12svm
0.037441881;1.817839617;0.112686422;0.296220554;0.320652174;354;1104;0.937412324;Test;C0_C3_C12svm
1.037472723;4.87680411;0.391295456;0.989660746;0.5;11;22;0.31883255;Moreira et al. (2023);C0_C3_C12svm
0.214295572;1.559172674;0.079894407;0.200530202;0.246031746;1085;4410;0.928503977;Arab-Alameddine et al. (2012);C0_C3_C12svm
-0.084005712;1.989985407;0.065440228;0.271821206;0.257108288;850;3306;0.938265397;CV10F;C0_C3_C12xgb
0.084220214;1.806532113;0.072336034;0.254211691;0.263586957;291;1104;0.938959904;Test;C0_C3_C12xgb
0.406425352;3.347914697;0.270680752;0.63525421;0.545454545;12;22;0.53438962;Moreira et al. (2023);C0_C3_C12xgb
0.529014394;1.584691732;0.143665575;0.271671605;0.346485261;1528;4410;0.933192784;Arab-Alameddine et al. (2012);C0_C3_C12xgb
0.001146286;1.966243005;0.106282988;0.289298613;0.311554749;1030;3306;0.939117889;CV10F;C0_C3_C4glmnet
0.119113785;1.842360272;0.115126388;0.289266417;0.326086957;360;1104;0.936674764;Test;C0_C3_C4glmnet
1.986057805;6.600199516;0.548384258;1.39229128;0.454545455;10;22;0.240348835;Moreira et al. (2023);C0_C3_C4glmnet
0.152244835;1.474987616;0.068125883;0.18694269;0.207709751;916;4410;0.93518712;Arab-Alameddine et al. (2012);C0_C3_C4glmnet
-0.015940585;1.989121743;0.042129748;0.208357233;0.192075015;635;3306;0.937733339;CV10F;C0_C3_C4rf
0.170979513;1.860527973;0.054001509;0.214529916;0.216485507;239;1104;0.937407264;Test;C0_C3_C4rf
1.163145246;3.529606187;0.267843466;0.619861182;0.454545455;10;22;0.635801209;Moreira et al. (2023);C0_C3_C4rf
0.045893812;1.316770272;0.0277312;0.14512866;0.069387755;306;4410;0.947944176;Arab-Alameddine et al. (2012);C0_C3_C4rf
-0.108409437;1.972969035;0.088103883;0.277134301;0.288263763;953;3306;0.939199113;CV10F;C0_C3_C4svm
0.006053085;1.820371757;0.096408692;0.275961774;0.296195652;327;1104;0.937286123;Test;C0_C3_C4svm
2.072722874;6.933649722;0.571621947;1.467556964;0.454545455;10;22;0.221439062;Moreira et al. (2023);C0_C3_C4svm
0.186343866;1.561368969;0.071547786;0.195343383;0.224716553;991;4410;0.928115656;Arab-Alameddine et al. (2012);C0_C3_C4svm
-0.001645084;1.992586925;0.059818039;0.248802676;0.271324864;897;3306;0.937453753;CV10F;C0_C3_C4xgb
0.143485276;1.905529456;0.067537614;0.233535041;0.263586957;291;1104;0.933425943;Test;C0_C3_C4xgb
1.621400481;4.916081401;0.387246721;0.952678433;0.409090909;9;22;0.457672841;Moreira et al. (2023);C0_C3_C4xgb
0.214673472;1.401611312;0.058533462;0.181075305;0.150793651;665;4410;0.942658788;Arab-Alameddine et al. (2012);C0_C3_C4xgb
0.001119409;1.966253715;0.10619468;0.289176873;0.311554749;1030;3306;0.939116631;CV10F;C0_C3_C6glmnet
0.119113785;1.842360272;0.115126388;0.289266417;0.326086957;360;1104;0.936674764;Test;C0_C3_C6glmnet
1.986057805;6.600199516;0.548384258;1.39229128;0.454545455;10;22;0.240348835;Moreira et al. (2023);C0_C3_C6glmnet
0.152244835;1.474987616;0.068125883;0.18694269;0.207709751;916;4410;0.93518712;Arab-Alameddine et al. (2012);C0_C3_C6glmnet
-0.008944053;1.920703943;0.040767438;0.200626597;0.176648518;584;3306;0.941978248;CV10F;C0_C3_C6rf
0.140656063;1.789926064;0.050980452;0.206233025;0.197463768;218;1104;0.941196628;Test;C0_C3_C6rf
0.976456807;3.195693156;0.155129003;0.455349057;0.363636364;8;22;0.705104299;Moreira et al. (2023);C0_C3_C6rf
-0.34019661;1.215172298;-0.04199925;0.124075231;0.007709751;34;4410;0.959583282;Arab-Alameddine et al. (2012);C0_C3_C6rf
-0.109863143;1.975549209;0.087787663;0.27717187;0.288566243;954;3306;0.939036088;CV10F;C0_C3_C6svm
0.011501319;1.825415699;0.096977637;0.276506195;0.298007246;329;1104;0.936982364;Test;C0_C3_C6svm
1.973576066;6.678418148;0.551227132;1.414938281;0.454545455;10;22;0.23096154;Moreira et al. (2023);C0_C3_C6svm
0.153993322;1.5285235;0.067202712;0.19038928;0.213605442;942;4410;0.930546234;Arab-Alameddine et al. (2012);C0_C3_C6svm
-0.020938911;1.911660062;0.036716048;0.201902136;0.182093164;602;3306;0.942433042;CV10F;C0_C3_C6xgb
0.114899682;1.82131227;0.045487059;0.199747479;0.184782609;204;1104;0.939300237;Test;C0_C3_C6xgb
1.608039564;4.076009371;0.302772505;0.64301519;0.454545455;10;22;0.618110372;Moreira et al. (2023);C0_C3_C6xgb
-0.119304114;1.264306624;-0.007723776;0.133684679;0.034240363;151;4410;0.9526335;Arab-Alameddine et al. (2012);C0_C3_C6xgb
0.000788981;1.967734339;0.105219695;0.28754486;0.309134906;1022;3306;0.939016962;CV10F;C0_C3_C8glmnet
0.125816295;1.846729268;0.114268312;0.287104165;0.328804348;363;1104;0.936563428;Test;C0_C3_C8glmnet
1.651083188;5.793238329;0.47898963;1.213814055;0.454545455;10;22;0.281106505;Moreira et al. (2023);C0_C3_C8glmnet
0.134987644;1.430484944;0.065171697;0.180595022;0.185941043;820;4410;0.938850074;Arab-Alameddine et al. (2012);C0_C3_C8glmnet
-0.010936961;1.956648982;0.042502629;0.205632979;0.193587417;640;3306;0.939761483;CV10F;C0_C3_C8rf
0.166056393;1.804511139;0.05512892;0.21250384;0.21557971;238;1104;0.940607881;Test;C0_C3_C8rf
0.9075726;3.230157749;0.175200335;0.459805454;0.363636364;8;22;0.674908028;Moreira et al. (2023);C0_C3_C8rf
-0.187324015;1.226086227;-0.015888403;0.123137224;0.012018141;53;4410;0.955836774;Arab-Alameddine et al. (2012);C0_C3_C8rf
-0.089964792;1.97796526;0.103999362;0.298470318;0.301572898;997;3306;0.939060306;CV10F;C0_C3_C8svm
0.042757136;1.83716335;0.112248574;0.296043554;0.319746377;353;1104;0.936160975;Test;C0_C3_C8svm
1.314700718;5.171777028;0.417228946;1.074033235;0.454545455;10;22;0.314173199;Moreira et al. (2023);C0_C3_C8svm
0.030668917;1.404310322;0.055186994;0.176154355;0.160544218;708;4410;0.940818049;Arab-Alameddine et al. (2012);C0_C3_C8svm
-0.007946871;1.943300886;0.056193021;0.253634958;0.24984876;826;3306;0.940506627;CV10F;C0_C3_C8xgb
0.1417606;1.843076843;0.061017316;0.236086292;0.259057971;286;1104;0.938338041;Test;C0_C3_C8xgb
2.182804791;5.043731945;0.524276108;1.174778166;0.545454545;12;22;0.5209987;Moreira et al. (2023);C0_C3_C8xgb
0.326776543;1.579979377;0.103623343;0.258249502;0.290249433;1280;4410;0.92791802;Arab-Alameddine et al. (2012);C0_C3_C8xgb
0.003090717;3.149565094;0.270817278;0.624025192;0.469147005;1551;3306;0.84372304;CV10F;C0_C4_C12glmnet
0.140221451;2.796874171;0.276460164;0.618147373;0.47826087;528;1104;0.852207308;Test;C0_C4_C12glmnet
-0.553922878;4.241727695;0.189786718;0.615706351;0.454545455;10;22;0.221638298;Moreira et al. (2023);C0_C4_C12glmnet
0.471686823;1.915748956;0.18001716;0.330512501;0.422675737;1864;4410;0.896278011;Arab-Alameddine et al. (2012);C0_C4_C12glmnet
